"","Level_1","Level_2","Level_3","KOID","GeneName","KO"
"17","09100 Metabolism","09101 Carbohydrate metabolism","00010 Glycolysis / Gluconeogenesis [PATH:ko00010]","K01689"," ENO, eno; enolase [EC:4.2.1.11]","K01689"
"18","09100 Metabolism","09101 Carbohydrate metabolism","00010 Glycolysis / Gluconeogenesis [PATH:ko00010]","K00873"," PK, pyk; pyruvate kinase [EC:2.7.1.40]","K00873"
"19","09100 Metabolism","09101 Carbohydrate metabolism","00010 Glycolysis / Gluconeogenesis [PATH:ko00010]","K00627"," DLAT, aceF, pdhC; pyruvate dehydrogenase E2 component (dihydrolipoamide acetyltransferase) [EC:2.3.1.12]","K00627"
"20","09100 Metabolism","09101 Carbohydrate metabolism","00010 Glycolysis / Gluconeogenesis [PATH:ko00010]","K00382"," DLD, lpd, pdhD; dihydrolipoamide dehydrogenase [EC:1.8.1.4]","K00382"
"21","09100 Metabolism","09101 Carbohydrate metabolism","00010 Glycolysis / Gluconeogenesis [PATH:ko00010]","K00169"," porA; pyruvate ferredoxin oxidoreductase alpha subunit [EC:1.2.7.1]","K00169"
"22","09100 Metabolism","09101 Carbohydrate metabolism","00010 Glycolysis / Gluconeogenesis [PATH:ko00010]","K00170"," porB; pyruvate ferredoxin oxidoreductase beta subunit [EC:1.2.7.1]","K00170"
"23","09100 Metabolism","09101 Carbohydrate metabolism","00010 Glycolysis / Gluconeogenesis [PATH:ko00010]","K00172"," porG; pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.1]","K00172"
"24","09100 Metabolism","09101 Carbohydrate metabolism","00010 Glycolysis / Gluconeogenesis [PATH:ko00010]","K00171"," porD; pyruvate ferredoxin oxidoreductase delta subunit [EC:1.2.7.1]","K00171"
"25","09100 Metabolism","09101 Carbohydrate metabolism","00010 Glycolysis / Gluconeogenesis [PATH:ko00010]","K03737"," por, nifJ; pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-]","K03737"
"26","09100 Metabolism","09101 Carbohydrate metabolism","00010 Glycolysis / Gluconeogenesis [PATH:ko00010]","K00174"," korA, oorA, oforA; 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3 1.2.7.11]","K00174"
"27","09100 Metabolism","09101 Carbohydrate metabolism","00010 Glycolysis / Gluconeogenesis [PATH:ko00010]","K00175"," korB, oorB, oforB; 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta [EC:1.2.7.3 1.2.7.11]","K00175"
"28","09100 Metabolism","09101 Carbohydrate metabolism","00010 Glycolysis / Gluconeogenesis [PATH:ko00010]","K00016"," LDH, ldh; L-lactate dehydrogenase [EC:1.1.1.27]","K00016"
"29","09100 Metabolism","09101 Carbohydrate metabolism","00010 Glycolysis / Gluconeogenesis [PATH:ko00010]","K04072"," adhE; acetaldehyde dehydrogenase / alcohol dehydrogenase [EC:1.2.1.10 1.1.1.1]","K04072"
"30","09100 Metabolism","09101 Carbohydrate metabolism","00010 Glycolysis / Gluconeogenesis [PATH:ko00010]","K13954"," yiaY; alcohol dehydrogenase [EC:1.1.1.1]","K13954"
"31","09100 Metabolism","09101 Carbohydrate metabolism","00010 Glycolysis / Gluconeogenesis [PATH:ko00010]","K00128"," ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]","K00128"
"32","09100 Metabolism","09101 Carbohydrate metabolism","00010 Glycolysis / Gluconeogenesis [PATH:ko00010]","K01895"," ACSS, acs; acetyl-CoA synthetase [EC:6.2.1.1]","K01895"
"33","09100 Metabolism","09101 Carbohydrate metabolism","00010 Glycolysis / Gluconeogenesis [PATH:ko00010]","K01785"," galM, GALM; aldose 1-epimerase [EC:5.1.3.3]","K01785"
"34","09100 Metabolism","09101 Carbohydrate metabolism","00010 Glycolysis / Gluconeogenesis [PATH:ko00010]","K20866"," yihX; glucose-1-phosphatase [EC:3.1.3.10]","K20866"
"35","09100 Metabolism","09101 Carbohydrate metabolism","00010 Glycolysis / Gluconeogenesis [PATH:ko00010]","K01835"," pgm; phosphoglucomutase [EC:5.4.2.2]","K01835"
"36","09100 Metabolism","09101 Carbohydrate metabolism","00010 Glycolysis / Gluconeogenesis [PATH:ko00010]","K01596"," E4.1.1.32, pckA, PCK; phosphoenolpyruvate carboxykinase (GTP) [EC:4.1.1.32]","K01596"
"37","09100 Metabolism","09101 Carbohydrate metabolism","00010 Glycolysis / Gluconeogenesis [PATH:ko00010]","K01610"," E4.1.1.49, pckA; phosphoenolpyruvate carboxykinase (ATP) [EC:4.1.1.49]","K01610"
"38","09100 Metabolism","09101 Carbohydrate metabolism","00010 Glycolysis / Gluconeogenesis [PATH:ko00010]","K01222"," E3.2.1.86A, celF; 6-phospho-beta-glucosidase [EC:3.2.1.86]","K01222"
"39","09100 Metabolism","09101 Carbohydrate metabolism","00010 Glycolysis / Gluconeogenesis [PATH:ko00010]","K01223"," E3.2.1.86B, bglA; 6-phospho-beta-glucosidase [EC:3.2.1.86]","K01223"
"40","09100 Metabolism","09101 Carbohydrate metabolism","00010 Glycolysis / Gluconeogenesis [PATH:ko00010]","K02777"," PTS-Glc-EIIA, crr; PTS system, sugar-specific IIA component [EC:2.7.1.-]","K02777"
"41","09100 Metabolism","09101 Carbohydrate metabolism","00010 Glycolysis / Gluconeogenesis [PATH:ko00010]","K02790"," PTS-MalGlc-EIIB, malX; PTS system, maltose/glucose-specific IIB component [EC:2.7.1.199 2.7.1.208]","K02790"
"42","09100 Metabolism","09101 Carbohydrate metabolism","00010 Glycolysis / Gluconeogenesis [PATH:ko00010]","K02791"," PTS-MalGlc-EIIC, malX; PTS system, maltose/glucose-specific IIC component","K02791"
"43","09100 Metabolism","09101 Carbohydrate metabolism","00010 Glycolysis / Gluconeogenesis [PATH:ko00010]","K20116"," PTS-Glc1-EIIA, ptsG, glcA, glcB; PTS system, glucose-specific IIA component [EC:2.7.1.199]","K20116"
"44","09100 Metabolism","09101 Carbohydrate metabolism","00010 Glycolysis / Gluconeogenesis [PATH:ko00010]","K20117"," PTS-Glc1-EIIB, ptsG, glcA, glcB; PTS system, glucose-specific IIB component [EC:2.7.1.199]","K20117"
"45","09100 Metabolism","09101 Carbohydrate metabolism","00010 Glycolysis / Gluconeogenesis [PATH:ko00010]","K20118"," PTS-Glc1-EIIC, ptsG, glcA, glcB; PTS system, glucose-specific IIC component","K20118"
"46","09100 Metabolism","09101 Carbohydrate metabolism","00020 Citrate cycle (TCA cycle) [PATH:ko00020]","K01647"," CS, gltA; citrate synthase [EC:2.3.3.1]","K01647"
"47","09100 Metabolism","09101 Carbohydrate metabolism","00020 Citrate cycle (TCA cycle) [PATH:ko00020]","K05942"," E2.3.3.3; citrate (Re)-synthase [EC:2.3.3.3]","K05942"
"48","09100 Metabolism","09101 Carbohydrate metabolism","00020 Citrate cycle (TCA cycle) [PATH:ko00020]","K01681"," ACO, acnA; aconitate hydratase [EC:4.2.1.3]","K01681"
"49","09100 Metabolism","09101 Carbohydrate metabolism","00020 Citrate cycle (TCA cycle) [PATH:ko00020]","K00031"," IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]","K00031"
"50","09100 Metabolism","09101 Carbohydrate metabolism","00020 Citrate cycle (TCA cycle) [PATH:ko00020]","K00658"," DLST, sucB; 2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase) [EC:2.3.1.61]","K00658"
"51","09100 Metabolism","09101 Carbohydrate metabolism","00020 Citrate cycle (TCA cycle) [PATH:ko00020]","K00382"," DLD, lpd, pdhD; dihydrolipoamide dehydrogenase [EC:1.8.1.4]","K00382"
"52","09100 Metabolism","09101 Carbohydrate metabolism","00020 Citrate cycle (TCA cycle) [PATH:ko00020]","K00174"," korA, oorA, oforA; 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3 1.2.7.11]","K00174"
"53","09100 Metabolism","09101 Carbohydrate metabolism","00020 Citrate cycle (TCA cycle) [PATH:ko00020]","K00175"," korB, oorB, oforB; 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta [EC:1.2.7.3 1.2.7.11]","K00175"
"54","09100 Metabolism","09101 Carbohydrate metabolism","00020 Citrate cycle (TCA cycle) [PATH:ko00020]","K00177"," korC, oorC; 2-oxoglutarate ferredoxin oxidoreductase subunit gamma [EC:1.2.7.3]","K00177"
"55","09100 Metabolism","09101 Carbohydrate metabolism","00020 Citrate cycle (TCA cycle) [PATH:ko00020]","K00176"," korD, oorD; 2-oxoglutarate ferredoxin oxidoreductase subunit delta [EC:1.2.7.3]","K00176"
"56","09100 Metabolism","09101 Carbohydrate metabolism","00020 Citrate cycle (TCA cycle) [PATH:ko00020]","K01902"," sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]","K01902"
"57","09100 Metabolism","09101 Carbohydrate metabolism","00020 Citrate cycle (TCA cycle) [PATH:ko00020]","K01903"," sucC; succinyl-CoA synthetase beta subunit [EC:6.2.1.5]","K01903"
"58","09100 Metabolism","09101 Carbohydrate metabolism","00020 Citrate cycle (TCA cycle) [PATH:ko00020]","K18118"," aarC, cat1; succinyl-CoA:acetate CoA-transferase [EC:2.8.3.18]","K18118"
"59","09100 Metabolism","09101 Carbohydrate metabolism","00020 Citrate cycle (TCA cycle) [PATH:ko00020]","K00239"," sdhA, frdA; succinate dehydrogenase / fumarate reductase, flavoprotein subunit [EC:1.3.5.1 1.3.5.4]","K00239"
"60","09100 Metabolism","09101 Carbohydrate metabolism","00020 Citrate cycle (TCA cycle) [PATH:ko00020]","K00240"," sdhB, frdB; succinate dehydrogenase / fumarate reductase, iron-sulfur subunit [EC:1.3.5.1 1.3.5.4]","K00240"
"61","09100 Metabolism","09101 Carbohydrate metabolism","00020 Citrate cycle (TCA cycle) [PATH:ko00020]","K00241"," sdhC, frdC; succinate dehydrogenase / fumarate reductase, cytochrome b subunit","K00241"
"62","09100 Metabolism","09101 Carbohydrate metabolism","00020 Citrate cycle (TCA cycle) [PATH:ko00020]","K00244"," frdA; fumarate reductase flavoprotein subunit [EC:1.3.5.4]","K00244"
"63","09100 Metabolism","09101 Carbohydrate metabolism","00020 Citrate cycle (TCA cycle) [PATH:ko00020]","K01676"," E4.2.1.2A, fumA, fumB; fumarate hydratase, class I [EC:4.2.1.2]","K01676"
"64","09100 Metabolism","09101 Carbohydrate metabolism","00020 Citrate cycle (TCA cycle) [PATH:ko00020]","K01677"," E4.2.1.2AA, fumA; fumarate hydratase subunit alpha [EC:4.2.1.2]","K01677"
"65","09100 Metabolism","09101 Carbohydrate metabolism","00020 Citrate cycle (TCA cycle) [PATH:ko00020]","K01678"," E4.2.1.2AB, fumB; fumarate hydratase subunit beta [EC:4.2.1.2]","K01678"
"66","09100 Metabolism","09101 Carbohydrate metabolism","00020 Citrate cycle (TCA cycle) [PATH:ko00020]","K01679"," E4.2.1.2B, fumC, FH; fumarate hydratase, class II [EC:4.2.1.2]","K01679"
"67","09100 Metabolism","09101 Carbohydrate metabolism","00020 Citrate cycle (TCA cycle) [PATH:ko00020]","K00024"," mdh; malate dehydrogenase [EC:1.1.1.37]","K00024"
"68","09100 Metabolism","09101 Carbohydrate metabolism","00020 Citrate cycle (TCA cycle) [PATH:ko00020]","K01958"," PC, pyc; pyruvate carboxylase [EC:6.4.1.1]","K01958"
"69","09100 Metabolism","09101 Carbohydrate metabolism","00020 Citrate cycle (TCA cycle) [PATH:ko00020]","K01960"," pycB; pyruvate carboxylase subunit B [EC:6.4.1.1]","K01960"
"70","09100 Metabolism","09101 Carbohydrate metabolism","00020 Citrate cycle (TCA cycle) [PATH:ko00020]","K01610"," E4.1.1.49, pckA; phosphoenolpyruvate carboxykinase (ATP) [EC:4.1.1.49]","K01610"
"71","09100 Metabolism","09101 Carbohydrate metabolism","00020 Citrate cycle (TCA cycle) [PATH:ko00020]","K01596"," E4.1.1.32, pckA, PCK; phosphoenolpyruvate carboxykinase (GTP) [EC:4.1.1.32]","K01596"
"72","09100 Metabolism","09101 Carbohydrate metabolism","00020 Citrate cycle (TCA cycle) [PATH:ko00020]","K00627"," DLAT, aceF, pdhC; pyruvate dehydrogenase E2 component (dihydrolipoamide acetyltransferase) [EC:2.3.1.12]","K00627"
"73","09100 Metabolism","09101 Carbohydrate metabolism","00020 Citrate cycle (TCA cycle) [PATH:ko00020]","K00169"," porA; pyruvate ferredoxin oxidoreductase alpha subunit [EC:1.2.7.1]","K00169"
"74","09100 Metabolism","09101 Carbohydrate metabolism","00020 Citrate cycle (TCA cycle) [PATH:ko00020]","K00170"," porB; pyruvate ferredoxin oxidoreductase beta subunit [EC:1.2.7.1]","K00170"
"75","09100 Metabolism","09101 Carbohydrate metabolism","00020 Citrate cycle (TCA cycle) [PATH:ko00020]","K00172"," porG; pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.1]","K00172"
"76","09100 Metabolism","09101 Carbohydrate metabolism","00020 Citrate cycle (TCA cycle) [PATH:ko00020]","K00171"," porD; pyruvate ferredoxin oxidoreductase delta subunit [EC:1.2.7.1]","K00171"
"77","09100 Metabolism","09101 Carbohydrate metabolism","00020 Citrate cycle (TCA cycle) [PATH:ko00020]","K03737"," por, nifJ; pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-]","K03737"
"78","09100 Metabolism","09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K01810"," GPI, pgi; glucose-6-phosphate isomerase [EC:5.3.1.9]","K01810"
"79","09100 Metabolism","09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K06859"," pgi1; glucose-6-phosphate isomerase, archaeal [EC:5.3.1.9]","K06859"
"80","09100 Metabolism","09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K00036"," G6PD, zwf; glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]","K00036"
"81","09100 Metabolism","09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K01057"," PGLS, pgl, devB; 6-phosphogluconolactonase [EC:3.1.1.31]","K01057"
"82","09100 Metabolism","09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K07404"," pgl; 6-phosphogluconolactonase [EC:3.1.1.31]","K07404"
"83","09100 Metabolism","09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K00033"," PGD, gnd, gntZ; 6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]","K00033"
"84","09100 Metabolism","09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K01783"," rpe, RPE; ribulose-phosphate 3-epimerase [EC:5.1.3.1]","K01783"
"85","09100 Metabolism","09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K00615"," E2.2.1.1, tktA, tktB; transketolase [EC:2.2.1.1]","K00615"
"86","09100 Metabolism","09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K00616"," E2.2.1.2, talA, talB; transaldolase [EC:2.2.1.2]","K00616"
"87","09100 Metabolism","09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K01807"," rpiA; ribose 5-phosphate isomerase A [EC:5.3.1.6]","K01807"
"88","09100 Metabolism","09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K01808"," rpiB; ribose 5-phosphate isomerase B [EC:5.3.1.6]","K01808"
"89","09100 Metabolism","09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K01621"," xfp, xpk; xylulose-5-phosphate/fructose-6-phosphate phosphoketolase [EC:4.1.2.9 4.1.2.22]","K01621"
"90","09100 Metabolism","09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K01619"," deoC, DERA; deoxyribose-phosphate aldolase [EC:4.1.2.4]","K01619"
"91","09100 Metabolism","09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K00852"," rbsK, RBKS; ribokinase [EC:2.7.1.15]","K00852"
"92","09100 Metabolism","09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K01839"," deoB; phosphopentomutase [EC:5.4.2.7]","K01839"
"93","09100 Metabolism","09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K01835"," pgm; phosphoglucomutase [EC:5.4.2.2]","K01835"
"94","09100 Metabolism","09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K00948"," PRPS, prsA; ribose-phosphate pyrophosphokinase [EC:2.7.6.1]","K00948"
"95","09100 Metabolism","09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K01625"," eda; 2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase [EC:4.1.2.14 4.1.3.42]","K01625"
"96","09100 Metabolism","09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K00874"," kdgK; 2-dehydro-3-deoxygluconokinase [EC:2.7.1.45]","K00874"
"97","09100 Metabolism","09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K11529"," gck, gckA, GLYCTK; glycerate 2-kinase [EC:2.7.1.165]","K11529"
"98","09100 Metabolism","09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K11645"," fbaB; fructose-bisphosphate aldolase, class I [EC:4.1.2.13]","K11645"
"99","09100 Metabolism","09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K01624"," FBA, fbaA; fructose-bisphosphate aldolase, class II [EC:4.1.2.13]","K01624"
"100","09100 Metabolism","09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K04041"," fbp3; fructose-1,6-bisphosphatase III [EC:3.1.3.11]","K04041"
"101","09100 Metabolism","09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K00850"," pfkA, PFK; 6-phosphofructokinase 1 [EC:2.7.1.11]","K00850"
"102","09100 Metabolism","09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K21071"," pfk, pfp; ATP-dependent phosphofructokinase / diphosphate-dependent phosphofructokinase [EC:2.7.1.11 2.7.1.90]","K21071"
"103","09100 Metabolism","09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K00895"," pfp, PFP; diphosphate-dependent phosphofructokinase [EC:2.7.1.90]","K00895"
"104","09100 Metabolism","09101 Carbohydrate metabolism","00040 Pentose and glucuronate interconversions [PATH:ko00040]","K01051"," E3.1.1.11; pectinesterase [EC:3.1.1.11]","K01051"
"105","09100 Metabolism","09101 Carbohydrate metabolism","00040 Pentose and glucuronate interconversions [PATH:ko00040]","K01815"," kduI; 4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase [EC:5.3.1.17]","K01815"
"106","09100 Metabolism","09101 Carbohydrate metabolism","00040 Pentose and glucuronate interconversions [PATH:ko00040]","K01812"," uxaC; glucuronate isomerase [EC:5.3.1.12]","K01812"
"107","09100 Metabolism","09101 Carbohydrate metabolism","00040 Pentose and glucuronate interconversions [PATH:ko00040]","K00041"," uxaB; tagaturonate reductase [EC:1.1.1.58]","K00041"
"108","09100 Metabolism","09101 Carbohydrate metabolism","00040 Pentose and glucuronate interconversions [PATH:ko00040]","K01685"," uxaA; altronate hydrolase [EC:4.2.1.7]","K01685"
"109","09100 Metabolism","09101 Carbohydrate metabolism","00040 Pentose and glucuronate interconversions [PATH:ko00040]","K16849"," uxaA1; altronate dehydratase small subunit [EC:4.2.1.7]","K16849"
"110","09100 Metabolism","09101 Carbohydrate metabolism","00040 Pentose and glucuronate interconversions [PATH:ko00040]","K16850"," uxaA2; altronate dehydratase large subunit [EC:4.2.1.7]","K16850"
"111","09100 Metabolism","09101 Carbohydrate metabolism","00040 Pentose and glucuronate interconversions [PATH:ko00040]","K01686"," uxuA; mannonate dehydratase [EC:4.2.1.8]","K01686"
"112","09100 Metabolism","09101 Carbohydrate metabolism","00040 Pentose and glucuronate interconversions [PATH:ko00040]","K08323"," rspA, manD; mannonate dehydratase [EC:4.2.1.8]","K08323"
"113","09100 Metabolism","09101 Carbohydrate metabolism","00040 Pentose and glucuronate interconversions [PATH:ko00040]","K00040"," uxuB; fructuronate reductase [EC:1.1.1.57]","K00040"
"114","09100 Metabolism","09101 Carbohydrate metabolism","00040 Pentose and glucuronate interconversions [PATH:ko00040]","K01195"," uidA, GUSB; beta-glucuronidase [EC:3.2.1.31]","K01195"
"115","09100 Metabolism","09101 Carbohydrate metabolism","00040 Pentose and glucuronate interconversions [PATH:ko00040]","K00012"," UGDH, ugd; UDPglucose 6-dehydrogenase [EC:1.1.1.22]","K00012"
"116","09100 Metabolism","09101 Carbohydrate metabolism","00040 Pentose and glucuronate interconversions [PATH:ko00040]","K00963"," UGP2, galU, galF; UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9]","K00963"
"117","09100 Metabolism","09101 Carbohydrate metabolism","00040 Pentose and glucuronate interconversions [PATH:ko00040]","K03077"," araD, ulaF, sgaE, sgbE; L-ribulose-5-phosphate 4-epimerase [EC:5.1.3.4]","K03077"
"118","09100 Metabolism","09101 Carbohydrate metabolism","00040 Pentose and glucuronate interconversions [PATH:ko00040]","K01783"," rpe, RPE; ribulose-phosphate 3-epimerase [EC:5.1.3.1]","K01783"
"119","09100 Metabolism","09101 Carbohydrate metabolism","00040 Pentose and glucuronate interconversions [PATH:ko00040]","K01804"," araA; L-arabinose isomerase [EC:5.3.1.4]","K01804"
"120","09100 Metabolism","09101 Carbohydrate metabolism","00040 Pentose and glucuronate interconversions [PATH:ko00040]","K00853"," araB; L-ribulokinase [EC:2.7.1.16]","K00853"
"121","09100 Metabolism","09101 Carbohydrate metabolism","00040 Pentose and glucuronate interconversions [PATH:ko00040]","K00854"," xylB, XYLB; xylulokinase [EC:2.7.1.17]","K00854"
"122","09100 Metabolism","09101 Carbohydrate metabolism","00040 Pentose and glucuronate interconversions [PATH:ko00040]","K01805"," xylA; xylose isomerase [EC:5.3.1.5]","K01805"
"123","09100 Metabolism","09101 Carbohydrate metabolism","00040 Pentose and glucuronate interconversions [PATH:ko00040]","K00848"," rhaB; rhamnulokinase [EC:2.7.1.5]","K00848"
"124","09100 Metabolism","09101 Carbohydrate metabolism","00040 Pentose and glucuronate interconversions [PATH:ko00040]","K01629"," rhaD; rhamnulose-1-phosphate aldolase [EC:4.1.2.19]","K01629"
"125","09100 Metabolism","09101 Carbohydrate metabolism","00040 Pentose and glucuronate interconversions [PATH:ko00040]","K17818"," ARD1; D-arabinitol dehydrogenase (NADP+) [EC:1.1.1.287]","K17818"
"126","09100 Metabolism","09101 Carbohydrate metabolism","00040 Pentose and glucuronate interconversions [PATH:ko00040]","K00008"," SORD, gutB; L-iditol 2-dehydrogenase [EC:1.1.1.14]","K00008"
"127","09100 Metabolism","09101 Carbohydrate metabolism","00040 Pentose and glucuronate interconversions [PATH:ko00040]","K05352"," tarJ; ribitol-5-phosphate 2-dehydrogenase (NADP+) [EC:1.1.1.405]","K05352"
"128","09100 Metabolism","09101 Carbohydrate metabolism","00040 Pentose and glucuronate interconversions [PATH:ko00040]","K21030"," tarI; D-ribitol-5-phosphate cytidylyltransferase [EC:2.7.7.40]","K21030"
"129","09100 Metabolism","09101 Carbohydrate metabolism","00051 Fructose and mannose metabolism [PATH:ko00051]","K01218"," gmuG; mannan endo-1,4-beta-mannosidase [EC:3.2.1.78]","K01218"
"130","09100 Metabolism","09101 Carbohydrate metabolism","00051 Fructose and mannose metabolism [PATH:ko00051]","K19355"," MAN; mannan endo-1,4-beta-mannosidase [EC:3.2.1.78]","K19355"
"131","09100 Metabolism","09101 Carbohydrate metabolism","00051 Fructose and mannose metabolism [PATH:ko00051]","K00847"," E2.7.1.4, scrK; fructokinase [EC:2.7.1.4]","K00847"
"132","09100 Metabolism","09101 Carbohydrate metabolism","00051 Fructose and mannose metabolism [PATH:ko00051]","K01809"," manA, MPI; mannose-6-phosphate isomerase [EC:5.3.1.8]","K01809"
"133","09100 Metabolism","09101 Carbohydrate metabolism","00051 Fructose and mannose metabolism [PATH:ko00051]","K01840"," manB; phosphomannomutase [EC:5.4.2.8]","K01840"
